answer,answer_sentence,question,question_entity_label,question_id,question_relation
Cross of Saint Euphrosyne,Cross of Saint Euphrosyne is the symbol .,Which symbol is made from Cupressus ?,Culopressus,23118,P186
Enterococcus faecium DO,Ribonuclease HII HMPREF0351_11135 belong to the taxon Enterococcus faecium DO,Which taxon does ribonuclease HII    HMPREF0351_11135 belong to ?,Ribonuclease HII HMPREF0351_11135,23133,P703
Bradyrhizobium japonicum USDA 110,The blr 7467 is  found at Bradyrhizobium japonicum USDA 110.,Where is blr7467    blr7467 found ?,Blr7467,23148,P703
Royal Navy,Royal Navy manages HMS Invincible,Who manages HMS Invincible ?,HMS Invincible,23180,P137
Streptococcus sanguinis SK36,Streptococcus sanguinis SK36 is found there.,Where is ATP synthase F0F1 subunit gamma    SSA_0787 found ?,ATP synthase F0F1 subunit gamma SSA_0787,23200,P703
The Piano Lesson,The Piano Lesson adapted from  The Piano Lesson,Where is The Piano Lesson adapted from ?,The Piano Lesson,23204,P144
The Legend of the North Wind,The Legend of the North Wind had its voice dubbing done by English.,Which film had its voice dubbing done by English ?,English,23221,P725
house mouse,A taxon is Histone chaperone ASF1B found in house mouse,Which taxon is Histone chaperone ASF1B found in ?,Anti-silencing function 1B histone chaperone,23257,P703
Massachusetts General Court,Massachusetts General Count founded Harvard University.,Which legislature founded Harvard University ?,Harvard University,23271,P112
Ranuccio Bianchi Bandinelli,Fausto Zevi a student of was a student of Ranuccio Bianchi Bandinelli,Which person was Fausto Zevi a student of ?,Fausto Zevi,23319,P802
Maurice Poedts,Maurice Poedts holds soldier.,Which person holds soldier ?,soldier,23376,P410
lipoprotein LprG Mb1446c,lipoprotein LprG Mb1446 encodes lipoprotein LprG Mb1446c,What encodes lipoprotein LprG    Mb1446c ?,Lipoprotein LprG Mb1446c,23377,P702
Mycobacterium bovis AF2122/97,lipoprotein LprG Mb1446c found Mycobacterium bovis AF2122/97.,Where is lipoprotein LprG    Mb1446c found ?,Lipoprotein LprG Mb1446c,23378,P703
Syrian Civil War,Syrian Civil War causes Siege of Kobanê,What causes Siege of Kobanê ?,Siege of Kobanî,23382,P828
People Protection Units,People Protection Units had attended Siege of Kobanê .,Who attended Siege of Kobanê ?,Siege of Kobanî,23383,P710
English Channel,the drainage of Seine end OF English Channel,Where does the drainage of Seine end ?,Seine,23391,P403
Brussels,Brussels is the final assembly location of the Age of Bronze.,Which city is the final assembly location of The Age of Bronze ?,The Age of Bronze,23420,P1071
Josef Schwarz,A place of birth as Mölten Josef Schwarz,Which person has place of birth as Mölten ?,Mölten,23479,P19
glutamyl-tRNA synthetase SRU_1796,glutamyl-tRNA synthetase SRU_1796 encodes for itself,Which gene encodes glutamyl-tRNA synthetase    SRU_1796 ?,Glutamyl-tRNA synthetase SRU_1796,23491,P702
August 17,August 17 is the name day of Werner,Which time interval is the name day of Werner ?,Werner,23513,P1750
Coxiella burnetii RSA 493,diaminopimelate epimerase CBU_1970 is found in Coxiella burnetii RSA 493,Where is diaminopimelate epimerase    CBU_1970 found ?,Diaminopimelate epimerase CBU_1970,23520,P703
"John III, Burgrave of Nuremberg","John II, Burgave of Nuremberg is related to Elisabeth of Bohemia.",Which person is related with Elisabeth of Bohemia ?,Elisabeth of Bohemia,23547,P1038
Seon,the name equal to seon is seon,Which name is equal to Seon ?,Seon,23559,P1533
Homo sapiens,C-C motif chemokine 26 is found in homo sapiens.,Where is C-C motif chemokine 26 found ?,C-C motif chemokine ligand 26,23579,P703
Warner Bros.,Warner Bros. produced Harry Potter and the Deathly Hallows – Part 2 .,Which film studio was the production company of Harry Potter and the Deathly Hallows – Part 2 ?,Harry Potter and the Deathly Hallows – Part 2,23626,P272
Sawako Yamanaka,Sawako Yamanaka is present in K-On!,Which abstract being is present in K-On! ?,K-On!,23631,P1441
Gardnerella vaginalis ATCC 14019,taxon alanine racemase HMPREF0421_20911 belong to Gardnerella vaginalis ATCC 14019,Which taxon does alanine racemase    HMPREF0421_20911 belong to ?,alanine racemase HMPREF0421_20911,23635,P703
Amycolatopsis mediterranei U32,Amycolatopsis mediterranei U32 is the name of the taxon.,Which taxon does holliday junction resolvase    AMED_2714 belong to ?,Holliday junction resolvase AMED_2714,23682,P703
Peer Raben,Peer Raben composed it.,Who composed Hors Saison ?,Off Season,23702,P86
Edouard Caspari,Edouard Caspari holds an Engineer military rank,Who holds a military rank named engineer ?,engineer,23762,P410
metabolism,Peroxisomal acyl-coenzyme A oxidase 1 is involved in the process of metabolism.,Which process is Peroxisomal acyl-coenzyme A oxidase 1 involved in ?,"Acyl-Coenzyme A oxidase 1, palmitoyl",23768,P682
MetLife Stadium,The New York Giants play at the sports venue arena MetLife Stadium.,Which sports venue is the arena of New York Giants ?,New York Giants,23781,P115
House of Normandy,House of Normandy is the name of his dynasty.,"What dynasty does Richard II, Duke of Normandy belong to ?",Richard II,23852,P53
Homo sapiens,Endothelial cell-specific molecule 1 is found in Homo sapiens.,Where is Endothelial cell-specific molecule 1 found ?,Endothelial cell specific molecule 1,23853,P703
Falter,der zorn des georg zanger published in falter,Where is Der Zorn des Georg Zanger published ?,Der Zorn des Georg Zanger,23889,P1433
Microfibril associated protein 2,MFAP2 encodes Microfibril associated protein 2.,What does MFAP2 encode ?,MFAP2,23895,P688
insomnia,insomnia is cured by diphenhydramine.,Which disease is cured by diphenhydramine ?,diphenhydramine,23896,P2176
house mouse,Taxon  Protein CIP2A found is founf in House mouse,Which taxon is Protein CIP2A found in ?,Cell proliferation regulating inhibitor of protein phosphatase 2A,23909,P703
Iago,Iago appears in Aladdin media franchise,Who appears in Aladdin media franchise ?,Aladdin,23935,P1080
Roscoe Simmons,Rosco Simmons has its archives located at Harvard University.,Which person has its archives located at Harvard University ?,Harvard University,23954,P485
RNA pseudouridine synthase MPN292,RNA pseudouridine synthase MPN292 encodes RNA pseudouridine synthase MPN292.,Which gene encodes RNA pseudouridine synthase    MPN292 ?,RNA pseudouridine synthase MPN292,23956,P702
Frank Dennhardt,Frank Dennhardt has residence at Bensheim.,Which person has residence at Bensheim ?,Bensheim,23964,P551
New York City,The demise of Curtis McClarin occured in New York City.,Where did the demise of Curtis McClarin occur ?,Curtis L. McClarin,23977,P20
Aquifex aeolicus VF5,acetyl-CoA carboxylase subunit beta aq_445 is found in Aquifex aeolicus VF5,Where is acetyl-CoA carboxylase subunit beta    aq_445 found ?,Acetyl-CoA carboxylase subunit beta aq_445,24009,P703
Helicobacter pylori 26695,Taxon is membrane protein insertase YidC HP1450 found Helicobacter pylori 26695.,Which taxon is membrane protein insertase YidC    HP1450 found in ?,Membrane protein insertase YidC HP1450,24101,P703
house mouse,Acid-sensing ion channel 3 is found in house mice.,Where is Acid-sensing ion channel 3 found ?,Acid-sensing (proton-gated) ion channel 3,24135,P703
CYTA,The founder of 2015-16 Cypriot First Division was CYTA.,Who is the funder of 2015–16 Cypriot First Division ?,2015–16 Cypriot First Division,24163,P859
Pont du Garigliano,Pont du Garigliano is the architectural structure that is the destination point for quai André-Citroën.,Which architectural structure is the destination point for quai André-Citroën ?,quai André-Citroën,24217,P1444
Amsterdam,Amsterdam is the administrative territory of E19.,Which administrative territory is the terminus location of European route E19 in the Netherlands ?,European route E19 in the Netherlands,24218,P609
Bardowick,Municipality is a significant event of Bardowick,Which human settlement is municipality a significant event of ?,municipality,24290,P793
metabolism,Multifunctional protein surE D700_p35 is involved in the process of metabolism.,Which process is Multifunctional protein surE    D700_p35 involved in ?,Multifunctional protein surE D700_p35,24325,P682
Willy-Brandt-Medaille,Social Democratic Party of Germany grants the Willy-Brandt-Medaille.,Which award is granted by Social Democratic Party of Germany ?,Social Democratic Party of Germany,24345,P1027
ferrichrome outer membrane transporter VF_A0784,Ferrichrome outer membrane transporter VF_A0784 encodes ferrichrome outer membrane transporter VF_A0784.,What encodes ferrichrome outer membrane transporter    VF_A0784 ?,Ferrichrome outer membrane transporter VF_A0784,24347,P702
Karin Aijmer,Karin Aijmer is the editor of Nordic Journal of English Studies.,Which person is the editor of Nordic Journal of English Studies ?,Nordic Journal of English Studies,24403,P98
Lilium philadelphicum,Flag of Saskatchewan depict Lilium philadelphicum taxon,Which taxon is depicted in flag of Saskatchewan ?,flag of Saskatchewan,24487,P180
Day of Love,Day of Love was created by actor.,What was created by actor ?,Actor,24497,P178
influenza,Wallace Reid contracted influenza,What has Wallace Reid contracted ?,Wallace Reid,24515,P1050
CBS,Cbs is the original business enterprise Bring Em Back Alive was aired on.,Which business enterprise is the original network Bring 'Em Back Alive was aired on ?,Bring 'Em Back Alive,24562,P449
Clinical Orthopaedics and Related Research,Clinical Orthopaedics and Related Research published Are Volar Locking Plates Superior to Percutaneous K-wires for Distal Radius Fractures,Which magazine genre published Are Volar Locking Plates Superior to Percutaneous K-wires for Distal Radius Fractures? A Meta-analysis ?,Are Volar Locking Plates Superior to Percutaneous K-wires for Distal Radius Fractures? A Meta-analysis,24614,P1433
regional rail,The regional rail is a connecting service station for Nørreport Station.,What is a connecting service station for Nørreport Station ?,Nørreport Station,24628,P1192
Aeromonas hydrophila subsp. hydrophila ATCC 7966,chemotaxis protein CheA AHA_1036 found in Aeromonas hydrophila subsp. hydrophila ATCC 7966.,Where is chemotaxis protein CheA    AHA_1036 found ?,Chemotaxis protein CheA AHA_1036,24641,P703
Fonseca,The name Fonseca was distributed as Spain.,Which name was distributed as Spain ?,Spain,24652,P437
Guidelines for Open Educational Resources in Higher Education,"Guidelines for Open Educational Resources in Higher Education collectable was published by United Nations Educational, Scientific and Cultural Organization.","Which collectable was published by United Nations Educational, Scientific and Cultural Organization ?",UNESCO,24673,P123
Alexander of Hales,Alexander of Hales was the mentor of Etudes Rigaud.,Which person was Eudes Rigaud a student of ?,Eudes Rigaud,24679,P802
BBC iPlayer,BBC iPlayer was manufactured by BBC.,What was manufactured by BBC ?,BBC,24683,P178
Tim Rice,Tim Rice wrote the lyrics of Hakuna Matata,Which person wrote the lyrics of Hakuna Matata ?,Hakuna Matata,24686,P676
Radio France,Organization is France Info the subsidiary of Radio France.,Which organization is France Info the subsidiary of ?,France Info,24699,P355
Treponema denticola ATCC 35405,ABC transporter ATP-binding protein/permease TDE0813 is found in Treponema denticola ATCC 35405,Where is ABC transporter ATP-binding protein/permease    TDE0813 found ?,ABC transporter ATP-binding protein/permease TDE0813,24718,P703
Streptococcus mutans UA159,Hypothetical protein SMU_955 is found in Streptococcus mutans UA159.,Where is hypothetical protein    SMU_955 found ?,Hypothetical protein SMU_955,24780,P703
Flavobacterium psychrophilum JIP02/86,30S ribosomal protein S3 FP1333 found in Flavobacterium psychrophilum JIP02/86.,Where is 30S ribosomal protein S3    FP1333 found ?,30S ribosomal protein S3 FP1333,24783,P703
metabolism,The hypothetical protein glr4268 is involved in metabolism.,Which process is hypothetical protein    glr4268 involved in ?,Hypothetical protein glr4268,24787,P682
Imperial Trans-Antarctic Expedition,Imperial Trans-Antarctic Expedition originates at London,Which travel originates at London ?,London,24801,P1427
Bavarian State Library,The archive of August von Bechmann located Bavarian State Library,Where is the archive of August von Bechmann located ?,August von Bechmann,24834,P485
Panal,Panal has its main functionality as Marseille.,Which unit of measurement has its main functionality as Marseille ?,Marseille,24881,P366
house mouse,Rab GDP dissociation inhibitor alpha is found in a house mouse,Where is Rab GDP dissociation inhibitor alpha found ?,Guanosine diphosphate (GDP) dissociation inhibitor 1,24901,P703
Peniscola,"political territory does 2016 Vuelta a España, Stage 16 finally stop at Peniscola","Which political territory does 2016 Vuelta a España, Stage 16 finally stop at ?","2016 Vuelta a España, Stage 16",24923,P1444
Crb1,The Crb1 protein crumbs homolog 1.,What encodes Protein crumbs homolog 1 ?,"Crumbs family member 1, photoreceptor morphogenesis associated",24933,P702
metabolism,trehalase CBU_1346 is involved in metabolism,Which process is trehalase    CBU_1346 involved in ?,Trehalase CBU_1346,24944,P682
liberty,"Liberté, j'écris ton nom was inspired by liberty","What inspired Liberté, j'écris ton nom ?","Liberté, j'écris ton nom",24980,P941
University of South Dakota,University of South Dakota published the South Dakota Review.,Which university published South Dakota Review ?,South Dakota Review,25023,P123
Yolande of Anjou,"Yolande of Anjou is married to Philip I, Duke of Brabant","Who is married to Philip I, Duke of Brabant ?",Philip I,25025,P26
