answer,answer_sentence,question,question_entity_label,question_id,question_relation
University of Fribourg,hugo huber is employed by the university of fribourg.,Which university employs Hugo Huber ?,Hugo Huber,9143,P108
Sinorhizobium medicae WSM419,the glutamate racemase smed_1516 can be found in  sinorhizobium medicae wsm419.,Where is glutamate racemase    Smed_1516 found ?,Glutamate racemase Smed_1516,9167,P703
Augustus Pugin,nottingham cathedral was designed by the architect augustus pugin.,Which person designed the architecture of Nottingham Cathedral ?,Nottingham Cathedral,9201,P84
Microsoft,microsoft produces xbox 360.,Which business organization produced Xbox 360 ?,Xbox 360,9213,P178
Chlamydia trachomatis D/UW-3/CX,"we can found 1,4-alpha-glucan branching protein ct_866 in chlamydia trachomatis d/uw-3/cx","Where is 1,4-alpha-glucan branching protein    CT_866 found ?","1,4-alpha-glucan branching protein CT_866",9216,P703
Earth,eurasia is located on earth.,Which class is Eurasia located on ?,Eurasia,9222,P376
Enterobacter cloacae subsp. cloacae ATCC 13047,enterobacter cloacae subsp. cloacae atcc 13047 taxon does phosphoglycerate mutase ecl_00808 belong.,Which taxon does phosphoglycerate mutase    ECL_00808 belong to ?,Phosphoglycerate mutase ECL_00808,9233,P703
Hydrolase ECUMN_0305,hydrolase ecumn_0305 is a nutrient encoded by fermentation/respiration switch protein ecumn_0305.,Which nutrient is fermentation/respiration switch protein    ECUMN_0305 an encoding of ?,hydrolase ECUMN_0305,9234,P688
The Search for WondLa,the search for wondla illustrated by tony diterlizzi,Which collectable was illustrated by Tony DiTerlizzi ?,Tony DiTerlizzi,9237,P110
mystic,mystic is the lifestyle of luke the evangelist.,What is the lifestyle of Luke the Evangelist ?,Luke the Evangelist,9242,P1576
Charles Kean,the manager of eleanor bufton  charles kean,Who is the manager of Eleanor Bufton ?,Eleanor Bufton,9279,P1037
Videomatch,videomatch original telecasted on argentina,What show was originally telecasted on Argentina ?,Argentina,9286,P449
English,english is the mother tongue of andy mabbett.,Which language is the mother tongue of Andy Mabbett ?,Andy Mabbett,9297,P103
Warner Music Group,warner music group contains fueled by ramen as its subordinate.,Which division contains Fueled By Ramen as its subordinate ?,Fueled by Ramen,9322,P355
Royal Society for the Prevention of Cruelty to Animals,the nonprofit organization is elizabeth ii a chairperson of royal society for the prevention of cruelty to animals.,Which nonprofit organization is Elizabeth II a chairperson of ?,Elizabeth II,9359,P488
United Kingdom of Great Britain and Ireland,state is member of parliament in the united kingdom situated in united kingdom of great britain and ireland,Which state is Member of Parliament in the United Kingdom situated in ?,Member of Parliament,9386,P17
nuclear marine propulsion,nuclear marine propulsion ship type is used to power uss ulysses s. grant,Which ship type is used to power USS Ulysses S. Grant ?,USS Ulysses S. Grant,9395,P516
United States Navy,united states navy manages uss ulysses s. grant.,Who manages USS Ulysses S. Grant ?,USS Ulysses S. Grant,9396,P137
United States Navy Nurse Corps,the united states navy nurse corps is an auxiliary of the united states navy.,Which military unit is an auxiliary of United States Navy ?,United States Navy,9399,P355
August Heinrich Hoffmann von Fallersleben,the lyricist of das lied der deurschen was august heinrich hoffmann von fallersleben.,Who is the lyricist of Das Lied der Deutschen ?,Das Lied der Deutschen,9408,P676
phosphoserine aminotransferase SSUBM407_1203,phosphoserine aminotransferase ssubm407_1203 encodes phosphoserine aminotransferase ssubm407_1203,Which gene encodes phosphoserine aminotransferase    SSUBM407_1203 ?,Phosphoserine aminotransferase SSUBM407_1203,9409,P702
Society of Jesus,joseph simons is affiliated to society of jesus.,What religion is Joseph Simons affiliated to ?,Emmanuel Lobb,9452,P611
francium,the chemical substance discovered at france was francium,Which chemical substance was discovered at France ?,France,9488,P189
Flavobacterium psychrophilum JIP02/86,"cytochrome c oxidase, subunit i fp0379 is found in flavobacterium psychrophilum jip02/86.","Where is Cytochrome c oxidase, subunit I    FP0379 found ?","Cytochrome c oxidase, subunit I FP0379",9498,P703
Sport Merit Order,sport merit order is awarded by romania.,Which award is awarded by Romania ?,Romania,9510,P1027
Irving Thalberg,irving thalberg editted the unknown,Who has editted The Unknown ?,The Unknown,9553,P1040
Norma Shearer,norma shearer had irving thalberg as their girlfriend.,Which person had Irving Thalberg as their girlfriend ?,Irving Thalberg,9555,P451
Cercle de recherche et d'action pédagogiques,roseline ndiaye lead cercle de recherche et d'action pédagogiques,Which nonprofit organization does Roseline Ndiaye lead ?,Roseline Ndiaye,9561,P488
facula,the location facula is discovered by christoph scheiner.,What is the geographic location that Christoph Scheiner discovered ?,Christoph Scheiner,9580,P61
National Institute for Occupational Safety and Health,"the national institute for occupational safety and health is the sponsor of heta report no. mta-78-101-109,  accidental oil shale, incorporated, logan wash, colorado.","Which authority organ is the sponsor of HETA Report No. MTA-78-101-109, Accidental Oil Shale, Incorporated, Logan Wash, Colorado ?","HETA Report No. MTA-78-101-109, Accidental Oil Shale, Incorporated, Logan Wash, Colorado",9600,P859
cadmium dust,cadmium dust is the flamable solid which is constructed cadimum.,Which flammable solid is constructed cadmium ?,cadmium,9601,P186
Harvard University,harvard buisness school is the subsidiary of harvard university,Which nonprofit organization is Harvard Business School the subsidiary of ?,Harvard Business School,9643,P355
1991 Trans-Tasman Test series,1991 trans-tasman test series is the name of the tournament.,Which tournament did Australia take part in ?,Australia,9646,P1923
Verkhovna Rada,ukraine is governed by the parliament of verkhovna rada,Which parliament governs Ukraine ?,Ukraine,9648,P194
Joni Mitchell,joni mitchell was performed by turbulent indigo.,What was performed by Turbulent Indigo ?,Turbulent Indigo,9664,P175
war,war  topic was discussed in war film,What topic was discussed in war film ?,war film,9667,P921
Vibrio parahaemolyticus RIMD 2210633,deoxyribonucleotide triphosphate pyrophosphatase vp2621 is found in vibrio parahaemolyticus rimd 2210633.,Where is deoxyribonucleotide triphosphate pyrophosphatase    VP2621 found ?,deoxyribonucleotide triphosphate pyrophosphatase VP2621,9688,P703
Homo sapiens,angiopoietin-1 receptor is found in homo sapiens,Where is Angiopoietin-1 receptor found ?,TEK receptor tyrosine kinase,9706,P703
Aicardi syndrome,health problem can afflict homo sapiens  aicardi syndrome,Which health problem can afflict Homo sapiens ?,Homo sapiens,9711,P689
Order of the Golden Eagle,order of the golden eagle is awarded by kazakhstan .,Which award is awarded by Kazakhstan ?,Kazakhstan,9726,P1027
Coat of arms of Zaporizhzhya,coat of arms of zaporizhzhya is the ensign for zaporizhzhya.,What is the ensign for Zaporizhzhya ?,Zaporizhzhia,9731,P237
"Embassy of Denmark, London","embassy of denmark, london is the administrator of denmark.",Which construction is the administrator of Denmark ?,Denmark,9737,P137
Coele-Syria,coele-syria is located n the seleucid empire.,Which geographic location is located in Seleucid Empire ?,Seleucid Empire,9739,P17
hypothetical protein TDE2761,tde2761 encodes hypothetical protein tde2761,What encodes hypothetical protein    TDE2761 ?,Hypothetical protein TDE2761,9744,P702
Jesus,jesus was the founder of roman catholic church.,Which abstract being was the founder of Roman Catholic Church ?,Catholic Church,9763,P112
Nostalgija vampira,nostalgija vampira film genre was filmed in the location italy,Which film genre was filmed in the location Italy ?,Italy,9764,P915
Schamserberg,casti-wergenstein is in schamersberg,Which geographic location has Casti-Wergenstein ?,Casti-Wergenstein,9766,P1383
Sinorhizobium medicae WSM419,sinorhizobium medicae wsm419 is the name of the taxon.,Which taxon is hypothetical protein    Smed_1615 found in ?,Hypothetical protein Smed_1615,9768,P703
HMS Glowworm,ken mcleod expired in the hms glowworm.,Where did Ken McLeod expire ?,Ken MacLeod,9773,P20
Jennifer Gidley,jennifer gidley is a student at australia,Who was a student at Australia ?,Australia,9776,P69
Thermodesulfovibrio yellowstonii DSM 11347,thermodesulfovibrio yellowstonii dsm 11347  is 23s rrna (uracil-5-)-methyltransferase ruma theye_a1400 found,Where is 23S rRNA (uracil-5-)-methyltransferase RumA    THEYE_A1400 found ?,23S rRNA (uracil-5-)-methyltransferase RumA THEYE_A1400,9786,P703
UEFA Euro 2000,uefa euro 2000 is the team competed in slovenia national football.,Which European Championship did Slovenia national football team compete in ?,Slovenia national football team,9788,P1923
Bernd and Hilla Becher,bernd and hilla becher were the supervisors of thomas ruff.,Which family was the supervisor of Thomas Ruff ?,Thomas Ruff,9821,P1066
football,macedonia national football team participated in football.,What did Macedonia national football team participate in ?,North Macedonia national football team,9894,P641
Radiosurgery,radiosurgery  release has english as its recording sponsor.,Which release has English as its recording sponsor ?,English,9923,P264
Lesley Ann Warren,lesley ann warren starred in willing to kill: the texas cheerleader story.,Which person starred in Willing to Kill: The Texas Cheerleader Story ?,Willing to Kill: The Texas Cheerleader Story,9926,P161
David Guetta,david guetta performed that song.,What did This One's for You (David Guetta song) perform ?,This One's for You,9970,P175
Debbie Wasserman Schultz,debbie wasserman schultz chair of democratic party,Who was the chair of Democratic Party ?,Democratic Party,9974,P488
Moorella thermoacetica ATCC 39073,taxon is dna mismatch repair protein muts moth_1113 found in  moorella thermoacetica atcc 39073,Which taxon is DNA mismatch repair protein MutS    Moth_1113 found in ?,DNA mismatch repair protein MutS Moth_1113,9995,P703
"Activision Publishing, Inc.","activision publishing, inc. released shrek 2.",Which software released Shrek 2 ?,Shrek 2,10003,P123
corporation,corporation abstract noun is the legal form type of thomson reuters.,Which abstract noun is the legal form type of Thomson Reuters ?,Thomson Reuters,10021,P1454
CBS,cbs honoured for best miniseries.,Which business enterprise was honoured with Satellite Award for Best Miniseries ?,Satellite Award for Best Miniseries,10032,P166
Homo sapiens,homo sapiens  is trafficking protein particle complex sub unit 2 found.,Which taxon is Trafficking protein particle complex subunit 2 found in ?,Trafficking protein particle complex 2,10043,P703
rhythmic process,histone deacetylase 2 involved in rhythmic process.,Which process is Histone deacetylase 2 involved in ?,Histone deacetylase 2,10052,P682
West Slavic languages,the classification scheme of west slavic languages is adapted from old church slavonic.,Which classification scheme is adapted from Old Church Slavonic ?,Old Church Slavonic,10063,P144
Academy Award for Best Production Design,film award does john myhre have academy award for best production design.,Which film award does John Myhre have ?,John Myhre,10069,P1411
Sinorhizobium meliloti 1021,spermidine/putrescine abc transporter atp-binding protein smc01965 is found in sinorhizobium meliloti 1021.,Where is spermidine/putrescine ABC transporter ATP-binding protein    SMc01965 found ?,Spermidine/putrescine ABC transporter ATP-binding protein SMc01965,10077,P703
Piapro,piapro is in japanese.,Which website has Japan as the language related to it ?,Japan,10084,P2439
71 Degrees North,71 degrees north television program had norway as its location of filming,Which television program had Norway as its location of filming ?,Norway,10093,P915
Molodist,molodist is located at kyiv.,What is located at Kyiv ?,Kiev,10133,P276
Streptococcus mutans UA159,23s rrna (pseudouridine(1915)-n(3))-methyltransferase rlmh smu_2162c belongs to the taxon streptococcus mutans ua159,Which taxon does 23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH    SMU_2162c belong to ?,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH SMU_2162c,10135,P703
dysfunctional family,dysfunctional family was the eye of the storm mainly about,What was The Eye of the Storm mainly about ?,The Eye of the Storm,10150,P921
Quito,arturo borja perez died in quito.,Where did Arturo Borja perez die ?,Vendedor de mota :D,10197,P20
